Id,SalePrice
1,173914.728449506
2,136443.867597383
3,220844.529878365
4,166384.647141192
5,258591.270663384
6,182352.521476208
7,184407.043352423
8,179481.900818794
9,131690.643133254
10,208493.86316446
11,146677.798068744
12,116554.616139998
13,176003.783311331
14,162828.116738546
15,123590.502760243
16,168027.110585224
17,280690.349237057
18,218958.995984458
19,189758.418617662
20,193051.14627928
21,200429.32725551
22,182178.57003905
23,141063.229272343
24,137908.187088534
25,123930.442487759
26,274483.950733164
27,166502.529761541
28,146428.06683857
29,192091.210171947
30,206420.630836907
31,224486.084599355
32,122348.057471973
33,160616.513204587
34,147929.401232492
35,169731.169629849
36,187814.324033051
37,163900.391212811
38,181161.381829038
39,178762.952470842
40,162656.629757727
41,238026.090283808
42,111759.4140553
43,210114.939628866
44,233606.319533585
45,169168.029868369
46,224654.596659902
47,188580.689376569
48,163241.83583258
49,180946.213592712
50,161061.822409012
51,150576.638735888
52,180124.922153482
53,208310.623331269
54,122912.507272714
55,228864.683695508
56,124251.26697009
57,201756.917276331
58,176687.257313094
59,223757.968675594
60,131055.77145045
61,199226.941747194
62,154652.148706462
63,207156.891878281
64,141831.276399979
65,167826.429647975
66,225708.439857092
67,92371.6873222671
68,187244.320325797
69,151847.844889143
70,168324.270479805
71,126133.863575234
72,104299.303982874
73,166237.069170513
74,156833.601311004
75,163453.607485645
76,193392.521593686
77,212251.372295785
78,160555.325138924
79,163323.710026185
80,162608.91252854
81,199826.572488116
82,199567.608487296
83,208556.905729994
84,174679.129471384
85,185687.165461866
86,195146.100638504
87,174130.160530671
88,197400.54615163
89,122484.702662837
90,219772.038630456
91,67656.973292901
92,173951.750147396
93,195994.56608362
94,197609.215311058
95,161815.389563722
96,170018.942799019
97,179721.598700969
98,166229.723860237
99,136313.125827729
100,194165.957177966
101,183910.047012497
102,149663.416185747
103,182481.866474851
104,150800.687744934
105,184408.193413211
106,222743.035183222
107,189826.357592679
108,185410.442350982
109,188289.414255731
110,217117.187978786
111,203573.376856468
112,154402.065415261
113,186989.011257898
114,185804.526124444
115,154932.009404432
116,159183.574969515
117,187797.041787706
118,215882.718450331
119,177601.91329269
120,113078.752105233
121,305565.157619068
122,161605.039361555
123,179168.966469359
124,165142.121070046
125,172848.489853651
126,170631.78647986
127,195988.734031102
128,174068.095290031
129,240460.537318163
130,116091.509740323
131,211302.391110031
132,240865.691837429
133,172841.095940348
134,183514.841356627
135,186423.830961617
136,133187.117615334
137,111868.58325067
138,209562.732494744
139,207537.759063444
140,197970.039378761
141,197829.659520026
142,195361.395169421
143,153502.724739086
144,185692.372788249
145,231908.60171336
146,172578.87855258
147,168196.807639305
148,212063.604784282
149,219587.372641641
150,176611.569202072
151,175675.430847103
152,152493.902111028
153,110928.168443976
154,187314.094230822
155,204780.119856986
156,301644.742248434
157,196023.656223328
158,152679.13885043
159,168254.616204602
160,144306.655235107
161,146758.843956529
162,196578.295658806
163,147999.108088528
164,191756.097335622
165,183024.729706261
166,239777.813170712
167,151569.932869107
168,208215.924338357
169,148540.716812669
170,142322.770724107
171,183936.144349718
172,179270.914997317
173,182965.785930552
174,155470.799396824
175,193715.205417727
176,265899.633920952
177,140495.161906136
178,187456.537119578
179,186572.415534239
180,169452.82623254
181,149625.896088784
182,137995.717020936
183,205680.68810085
184,181008.187246967
185,166129.690042639
186,170763.926635214
187,147503.124449581
188,163705.658542939
189,168343.897331858
190,164980.897380945
191,113718.766221966
192,173741.756482153
193,260150.649371059
194,134357.823372483
195,203410.459261548
196,136006.528099673
197,170390.006299249
198,143476.194242309
199,173327.010843966
200,175827.912186015
201,173001.561889775
202,151547.798367186
203,206042.352103936
204,193084.357175292
205,204988.720722364
206,137774.438145773
207,170966.684540801
208,144694.198161207
209,111181.700483045
210,150747.49554705
211,219516.473523931
212,165494.669722276
213,191016.604508239
214,121198.717679289
215,181994.905878622
216,202881.29058379
217,156707.645291165
218,232676.867706844
219,140587.126153913
220,178248.047892945
221,205551.521642781
222,149501.263486979
223,207933.728000257
224,165102.551181759
225,135463.071952447
226,192430.282521861
227,214350.305571245
228,196327.159666265
229,140843.756816304
230,176354.406554958
231,126049.886158703
232,164024.701972609
233,142703.31050798
234,121862.656305614
235,127112.939900767
236,126333.436278343
237,229425.222463756
238,121933.141076477
239,115817.482342687
240,171855.018688789
241,250251.877013675
242,198541.681229779
243,157378.072365288
244,175282.42054812
245,161401.786864511
246,143575.005861101
247,177253.330957283
248,124848.986827555
249,245045.565244031
250,142335.85619994
251,157889.215777116
252,204842.658309669
253,171177.251124864
254,214150.098415512
255,171815.737050825
256,132808.403304164
257,176244.597985943
258,135239.23847783
259,310221.666627688
260,115585.262053628
261,158699.25061453
262,192057.637510804
263,120329.825409886
264,124842.742745799
265,159106.310161105
266,185525.794055169
267,149814.759495826
268,91874.709845386
269,130984.251911114
270,167647.39856665
271,189302.05448829
272,143731.747762828
273,161473.004826289
274,161427.19279147
275,174863.481902231
276,93626.4340111855
277,233791.227121683
278,195411.475238358
279,117097.871853452
280,186404.084837482
281,167348.438153936
282,243830.666995586
283,115697.517079788
284,262931.794828873
285,173013.475810875
286,198390.635187075
287,216875.856938823
288,171843.368637724
289,165385.861761044
290,131217.896398012
291,190078.70923587
292,175492.304510422
293,162299.634326283
294,154076.183341901
295,163820.990405715
296,136540.698793199
297,151513.017218821
298,117058.58133738
299,253360.82731155
300,132157.680818694
301,189414.967961648
302,129866.89529344
303,194688.111463437
304,189924.829432656
305,130817.405573957
306,220914.050307563
307,142408.272860991
308,197528.940383299
309,113137.128900451
310,222036.674498009
311,157548.518794752
312,139986.455509257
313,190842.571028205
314,155240.530013478
315,115453.562026199
316,130639.07037668
317,200011.781037213
318,186162.124211601
319,178769.331977163
320,164549.716476802
321,207498.434701029
322,127547.738689696
323,124467.624703542
324,248063.75131233
325,124826.145053776
326,199709.801350913
327,152259.925926099
328,165357.066823443
329,225177.083162318
330,194554.339832862
331,189261.337783948
332,179932.276564667
333,124879.215246299
334,125121.940337925
335,135298.84648554
336,167091.828053581
337,186129.550958912
338,137390.086353847
339,192825.723652105
340,86155.4258789872
341,165166.420965917
342,212373.996725465
343,101694.106477737
344,212770.134122035
345,202532.031285119
346,184023.366686694
347,103871.821443463
348,141498.745707589
349,127460.105759884
350,155324.280615776
351,188738.865438305
352,128547.580567179
353,134149.368337788
354,156718.022075171
355,170727.880859713
356,169890.83925573
357,118433.222380712
358,184175.923821056
359,224245.221760468
360,151327.447164489
361,141020.734111193
362,125634.644950632
363,169163.33648419
364,142631.656698485
365,183931.165146106
366,165344.887561183
367,118408.059251568
368,207082.818516678
369,175064.479849517
370,179905.98416133
371,169395.137504768
372,227771.611259837
373,183906.616028408
374,184438.186489798
375,195823.395290375
376,192056.609562777
377,158193.153479535
378,152047.693757853
379,132850.740853932
380,163379.377605086
381,201520.766833889
382,187914.971691085
383,105368.515955492
384,171386.840818733
385,225652.138240143
386,122923.225826478
387,201560.964688151
388,209469.577221416
389,95542.2967578727
390,167229.000286644
391,181555.241205733
392,106616.318718158
393,142080.546150302
394,161186.093533017
395,204419.955915598
396,200325.646254227
397,134666.289925299
398,158346.108429765
399,137965.784134494
400,140540.372597298
401,145196.02634771
402,162904.744471939
403,177673.550625326
404,180687.617598829
405,150830.587739548
406,122960.871142227
407,98998.2939528232
408,166319.071677892
409,126297.688930022
410,207332.545181898
411,146822.328899774
412,136952.666967581
413,137594.955916939
414,199967.162508064
415,165873.454225709
416,194136.226727554
417,188078.33103861
418,163931.172156055
419,130612.741354278
420,199631.163525963
421,146986.64709657
422,193140.333606535
423,143499.87062143
424,203156.179080595
425,202173.884282794
426,204853.622108942
427,142919.900979861
428,173436.039086822
429,222303.464058694
430,156737.655862344
431,200330.638619225
432,159007.017845603
433,136579.545469994
434,131731.268210009
435,177096.734678974
436,204500.027706737
437,170062.81800923
438,155953.990707223
439,168344.894476738
440,178707.863111403
441,169365.480560892
442,110476.386511041
443,144132.863163526
444,140542.935257812
445,206971.973327598
446,173949.016054372
447,197119.252286347
448,205390.562559926
449,225828.24669163
450,213027.436303273
451,132875.117432678
452,128827.682883931
453,151791.980647967
454,130702.282040626
455,157543.165441089
456,161064.613000435
457,153960.390675037
458,235406.698076377
459,182024.745136142
460,165490.78961708
461,277691.891678685
462,182336.848728935
463,193096.846163942
464,252944.474881845
465,147664.220508265
466,190451.36966783
467,178876.159111838
468,203314.197734437
469,172247.547421525
470,195097.52907595
471,169243.466149277
472,221869.990852538
473,187296.432005801
474,176545.934649775
475,200520.216197119
476,92240.5049995508
477,206003.971698125
